home_language,pct_of_students,county_district_school_code,academic_year
Urdu,6.9,23-4130-100,2020-2021
Arabic,3.0,23-4130-105,2020-2021
English,67.8,23-4130-105,2020-2021
Gujarati,7.5,23-4130-105,2020-2021
Other,12.0,23-4130-105,2020-2021
Spanish,4.7,23-4130-105,2020-2021
Urdu,4.9,23-4130-105,2020-2021
English,56.8,23-4130-120,2020-2021
Gujarati,9.3,23-4130-120,2020-2021
Hindi,6.4,23-4130-120,2020-2021
Other,17.7,23-4130-120,2020-2021
Spanish,5.3,23-4130-120,2020-2021
Telugu,4.5,23-4130-120,2020-2021
English,71.0,23-4660-050,2020-2021
Gujarati,3.1,23-4660-050,2020-2021
Other,12.0,23-4660-050,2020-2021
Polish,2.5,23-4660-050,2020-2021
Spanish,9.0,23-4660-050,2020-2021
Urdu,2.5,23-4660-050,2020-2021
Arabic,2.2,23-4660-055,2020-2021
English,73.3,23-4660-055,2020-2021
Gujarati,2.4,23-4660-055,2020-2021
Other,12.6,23-4660-055,2020-2021
Spanish,7.0,23-4660-055,2020-2021
Urdu,2.5,23-4660-055,2020-2021
English,79.0,23-4660-060,2020-2021
Other,9.4,23-4660-060,2020-2021
Polish,1.5,23-4660-060,2020-2021
Portuguese,2.0,23-4660-060,2020-2021
Spanish,5.9,23-4660-060,2020-2021
Urdu,2.2,23-4660-060,2020-2021
Arabic,1.8,23-4660-070,2020-2021
English,76.3,23-4660-070,2020-2021
Gujarati,2.0,23-4660-070,2020-2021
Other,12.7,23-4660-070,2020-2021
Spanish,5.1,23-4660-070,2020-2021
Urdu,2.0,23-4660-070,2020-2021
Arabic,1.5,23-4660-075,2020-2021
English,81.0,23-4660-075,2020-2021
Gujarati,3.7,23-4660-075,2020-2021
Other,9.2,23-4660-075,2020-2021
Spanish,3.1,23-4660-075,2020-2021
Urdu,1.5,23-4660-075,2020-2021
English,73.4,23-4660-085,2020-2021
Gujarati,2.1,23-4660-085,2020-2021
Other,13.2,23-4660-085,2020-2021
Polish,2.6,23-4660-085,2020-2021
Spanish,6.7,23-4660-085,2020-2021
Urdu,2.1,23-4660-085,2020-2021
Arabic,1.3,23-4660-120,2020-2021
English,86.5,23-4660-120,2020-2021
Gujarati,2.3,23-4660-120,2020-2021
Other,4.3,23-4660-120,2020-2021
Spanish,4.6,23-4660-120,2020-2021
Telugu,1.0,23-4660-120,2020-2021
Arabic,1.1,23-4660-301,2020-2021
English,86.3,23-4660-301,2020-2021
Other,6.7,23-4660-301,2020-2021
Portuguese,1.4,23-4660-301,2020-2021
Spanish,3.5,23-4660-301,2020-2021
Tamil,1.1,23-4660-301,2020-2021
English,82.4,23-4830-030,2020-2021
Other,3.6,23-4830-030,2020-2021
Polish,1.4,23-4830-030,2020-2021
Spanish,12.6,23-4830-030,2020-2021
Arabic,1.4,23-4830-060,2020-2021
English,84.6,23-4830-060,2020-2021
Other,1.4,23-4830-060,2020-2021
Polish,1.2,23-4830-060,2020-2021
Spanish,11.4,23-4830-060,2020-2021
English,60.1,23-4860-050,2020-2021
Gujarati,5.2,23-4860-050,2020-2021
Hindi,5.2,23-4860-050,2020-2021
Other,19.1,23-4860-050,2020-2021
Tamil,4.5,23-4860-050,2020-2021
Telugu,5.9,23-4860-050,2020-2021
English,44.4,23-4860-055,2020-2021
Gujarati,6.5,23-4860-055,2020-2021
Hindi,8.3,23-4860-055,2020-2021
Other,25.0,23-4860-055,2020-2021
Tamil,6.7,23-4860-055,2020-2021
Telugu,9.2,23-4860-055,2020-2021
English,59.0,23-4860-060,2020-2021
Hindi,4.4,23-4860-060,2020-2021
Other,22.1,23-4860-060,2020-2021
Spanish,3.8,23-4860-060,2020-2021
Tamil,3.8,23-4860-060,2020-2021
Telugu,6.8,23-4860-060,2020-2021
English,51.2,23-4860-070,2020-2021
Gujarati,6.0,23-4860-070,2020-2021
Hindi,4.5,23-4860-070,2020-2021
Other,24.9,23-4860-070,2020-2021
Telugu,7.6,23-4860-070,2020-2021
Urdu,5.8,23-4860-070,2020-2021
English,50.1,23-4860-075,2020-2021
Gujarati,5.4,23-4860-075,2020-2021
Other,23.0,23-4860-075,2020-2021
Spanish,6.5,23-4860-075,2020-2021
Tamil,5.5,23-4860-075,2020-2021
Telugu,9.4,23-4860-075,2020-2021
English,43.1,23-4860-085,2020-2021
Gujarati,6.4,23-4860-085,2020-2021
Hindi,5.4,23-4860-085,2020-2021
Other,21.5,23-4860-085,2020-2021
Tamil,8.8,23-4860-085,2020-2021
Telugu,14.7,23-4860-085,2020-2021
English,51.8,23-4860-095,2020-2021
Gujarati,4.1,23-4860-095,2020-2021
Other,17.9,23-4860-095,2020-2021
Spanish,11.2,23-4860-095,2020-2021
Tamil,6.1,23-4860-095,2020-2021
Telugu,8.9,23-4860-095,2020-2021
English,37.4,23-4860-100,2020-2021
Gujarati,5.5,23-4860-100,2020-2021
Hindi,8.1,23-4860-100,2020-2021
Other,20.3,23-4860-100,2020-2021
Tamil,9.8,23-4860-100,2020-2021
Telugu,18.9,23-4860-100,2020-2021
English,52.2,23-4860-110,2020-2021
Hindi,8.7,23-4860-110,2020-2021
Other,18.0,23-4860-110,2020-2021
Tamil,5.3,23-4860-110,2020-2021
Telugu,11.8,23-4860-110,2020-2021
Urdu,4.0,23-4860-110,2020-2021
English,51.9,23-4860-150,2020-2021
Gujarati,6.1,23-4860-150,2020-2021
Hindi,6.2,23-4860-150,2020-2021
Other,21.0,23-4860-150,2020-2021
Tamil,6.1,23-4860-150,2020-2021
Telugu,8.8,23-4860-150,2020-2021
English,75.7,23-4910-050,2020-2021
Gujarati,1.4,23-4910-050,2020-2021
Other,6.1,23-4910-050,2020-2021
Spanish,15.4,23-4910-050,2020-2021
Vietnamese,1.5,23-4910-050,2020-2021
English,76.4,23-4910-053,2020-2021
Gujarati,2.8,23-4910-053,2020-2021
Other,5.8,23-4910-053,2020-2021
Spanish,14.0,23-4910-053,2020-2021
Vietnamese,1.1,23-4910-053,2020-2021
Chinese,1.5,23-4910-055,2020-2021
English,84.1,23-4910-055,2020-2021
Gujarati,2.2,23-4910-055,2020-2021
Other,4.1,23-4910-055,2020-2021
Polish,1.1,23-4910-055,2020-2021
Spanish,7.0,23-4910-055,2020-2021
English,70.9,23-4910-058,2020-2021
Other,6.8,23-4910-058,2020-2021
Portuguese,2.1,23-4910-058,2020-2021
Spanish,17.5,23-4910-058,2020-2021
Tamil,1.2,23-4910-058,2020-2021
Vietnamese,1.5,23-4910-058,2020-2021
English,77.9,23-4910-060,2020-2021
Gujarati,1.1,23-4910-060,2020-2021
Igbo,1.5,23-4910-060,2020-2021
Other,3.7,23-4910-060,2020-2021
Pashto,1.1,23-4910-060,2020-2021
Spanish,14.7,23-4910-060,2020-2021
Chinese,2.7,23-4910-070,2020-2021
English,69.0,23-4910-070,2020-2021
Gujarati,2.9,23-4910-070,2020-2021
Other,7.6,23-4910-070,2020-2021
Spanish,16.5,23-4910-070,2020-2021
Vietnamese,1.3,23-4910-070,2020-2021
English,52.5,23-4910-080,2020-2021
Gujarati,7.4,23-4910-080,2020-2021
Hindi,3.4,23-4910-080,2020-2021
Other,15.5,23-4910-080,2020-2021
Spanish,12.4,23-4910-080,2020-2021
Telugu,8.8,23-4910-080,2020-2021
English,47.0,23-4920-050,2020-2021
Other,3.4,23-4920-050,2020-2021
Polish,1.3,23-4920-050,2020-2021
Portuguese,18.9,23-4920-050,2020-2021
Spanish,29.4,23-4920-050,2020-2021
English,42.2,23-4920-055,2020-2021
Other,2.3,23-4920-055,2020-2021
Polish,1.2,23-4920-055,2020-2021
Portuguese,23.2,23-4920-055,2020-2021
Spanish,29.9,23-4920-055,2020-2021
Ukrainian,1.2,23-4920-055,2020-2021
English,49.2,23-4920-065,2020-2021
Other,5.2,23-4920-065,2020-2021
Portuguese,16.0,23-4920-065,2020-2021
Spanish,28.4,23-4920-065,2020-2021
Ukrainian,1.2,23-4920-065,2020-2021
Arabic,2.1,23-4920-070,2020-2021
English,54.7,23-4920-070,2020-2021
Other,4.2,23-4920-070,2020-2021
Portuguese,14.1,23-4920-070,2020-2021
Spanish,24.9,23-4920-070,2020-2021
Arabic,1.5,23-4970-040,2020-2021
English,90.9,23-4970-040,2020-2021
Other,4.9,23-4970-040,2020-2021
Spanish,2.8,23-4970-040,2020-2021
Arabic,1.8,23-4970-050,2020-2021
English,88.8,23-4970-050,2020-2021
Other,3.3,23-4970-050,2020-2021
Polish,1.5,23-4970-050,2020-2021
Spanish,4.6,23-4970-050,2020-2021
English,91.7,23-4970-060,2020-2021
Other,4.6,23-4970-060,2020-2021
Spanish,3.7,23-4970-060,2020-2021
Arabic,1.7,23-4970-090,2020-2021
English,85.8,23-4970-090,2020-2021
Other,6.4,23-4970-090,2020-2021
Portuguese,1.2,23-4970-090,2020-2021
Spanish,4.9,23-4970-090,2020-2021
Arabic,3.1,23-5850-020,2020-2021
English,74.0,23-5850-020,2020-2021
Gujarati,3.2,23-5850-020,2020-2021
Other,11.4,23-5850-020,2020-2021
Spanish,5.1,23-5850-020,2020-2021
Urdu,3.2,23-5850-020,2020-2021
English,42.7,23-5850-040,2020-2021
Gujarati,15.1,23-5850-040,2020-2021
Hindi,4.7,23-5850-040,2020-2021
Other,17.4,23-5850-040,2020-2021
Spanish,14.3,23-5850-040,2020-2021
Urdu,5.9,23-5850-040,2020-2021
Arabic,2.9,23-5850-045,2020-2021
English,71.5,23-5850-045,2020-2021
Other,10.6,23-5850-045,2020-2021
Panjabi,2.2,23-5850-045,2020-2021
Spanish,9.3,23-5850-045,2020-2021
Urdu,3.5,23-5850-045,2020-2021
English,72.2,23-5850-050,2020-2021
Other,7.8,23-5850-050,2020-2021
Panjabi,1.3,23-5850-050,2020-2021
Polish,1.1,23-5850-050,2020-2021
Spanish,15.7,23-5850-050,2020-2021
Urdu,1.9,23-5850-050,2020-2021
English,79.3,23-5850-060,2020-2021
Gujarati,3.3,23-5850-060,2020-2021
Other,8.0,23-5850-060,2020-2021
Polish,3.6,23-5850-060,2020-2021
Portuguese,2.0,23-5850-060,2020-2021
Spanish,3.8,23-5850-060,2020-2021
Arabic,1.1,23-5850-070,2020-2021
English,71.6,23-5850-070,2020-2021
Other,7.1,23-5850-070,2020-2021
Spanish,17.9,23-5850-070,2020-2021
Urdu,2.4,23-5850-070,2020-2021
English,39.2,23-5850-080,2020-2021
Gujarati,15.1,23-5850-080,2020-2021
Hindi,5.4,23-5850-080,2020-2021
Other,24.3,23-5850-080,2020-2021
Spanish,7.3,23-5850-080,2020-2021
Urdu,8.8,23-5850-080,2020-2021
English,72.2,23-5850-090,2020-2021
Hindi,1.0,23-5850-090,2020-2021
Other,6.0,23-5850-090,2020-2021
Spanish,17.9,23-5850-090,2020-2021
Urdu,2.8,23-5850-090,2020-2021
English,71.6,23-5850-100,2020-2021
Gujarati,2.3,23-5850-100,2020-2021
Other,8.2,23-5850-100,2020-2021
Panjabi,2.3,23-5850-100,2020-2021
Polish,3.6,23-5850-100,2020-2021
Spanish,12.0,23-5850-100,2020-2021
English,59.3,23-5850-110,2020-2021
Gujarati,10.4,23-5850-110,2020-2021
Other,16.3,23-5850-110,2020-2021
Tamil,4.6,23-5850-110,2020-2021
Telugu,4.2,23-5850-110,2020-2021
Urdu,5.2,23-5850-110,2020-2021
English,60.8,23-5850-120,2020-2021
Gujarati,2.7,23-5850-120,2020-2021
Other,13.3,23-5850-120,2020-2021
Polish,4.3,23-5850-120,2020-2021
Spanish,3.0,23-5850-120,2020-2021
Urdu,15.9,23-5850-120,2020-2021
English,74.2,23-5850-140,2020-2021
Other,3.1,23-5850-140,2020-2021
Polish,1.9,23-5850-140,2020-2021
Spanish,17.3,23-5850-140,2020-2021
Urdu,3.5,23-5850-140,2020-2021
English,86.3,23-5850-150,2020-2021
Hindi,1.0,23-5850-150,2020-2021
Other,3.4,23-5850-150,2020-2021
Panjabi,2.7,23-5850-150,2020-2021
Spanish,6.6,23-5850-150,2020-2021
English,35.2,23-5850-160,2020-2021
Gujarati,15.2,23-5850-160,2020-2021
Hindi,6.5,23-5850-160,2020-2021
Other,22.8,23-5850-160,2020-2021
Tamil,8.5,23-5850-160,2020-2021
Telugu,11.7,23-5850-160,2020-2021
English,71.5,23-5850-180,2020-2021
Gujarati,3.9,23-5850-180,2020-2021
Other,10.3,23-5850-180,2020-2021
Spanish,3.6,23-5850-180,2020-2021
Tamil,2.5,23-5850-180,2020-2021
Telugu,8.2,23-5850-180,2020-2021
Arabic,4.1,23-5850-200,2020-2021
English,47.4,23-5850-200,2020-2021
Hindi,3.6,23-5850-200,2020-2021
Other,21.2,23-5850-200,2020-2021
Spanish,19.7,23-5850-200,2020-2021
Telugu,4.1,23-5850-200,2020-2021
English,81.3,23-5850-210,2020-2021
Gujarati,5.5,23-5850-210,2020-2021
Hindi,1.2,23-5850-210,2020-2021
Other,6.1,23-5850-210,2020-2021
Spanish,3.7,23-5850-210,2020-2021
Urdu,2.3,23-5850-210,2020-2021
English,64.0,23-5850-220,2020-2021
Hindi,4.6,23-5850-220,2020-2021
Other,16.0,23-5850-220,2020-2021
Spanish,4.9,23-5850-220,2020-2021
Tamil,5.7,23-5850-220,2020-2021
Telugu,4.9,23-5850-220,2020-2021
English,71.8,23-5850-230,2020-2021
Gujarati,2.9,23-5850-230,2020-2021
Other,9.9,23-5850-230,2020-2021
Portuguese,2.0,23-5850-230,2020-2021
Spanish,11.6,23-5850-230,2020-2021
Urdu,1.7,23-5850-230,2020-2021
English,77.1,23-5850-240,2020-2021
Gujarati,3.5,23-5850-240,2020-2021
Other,7.8,23-5850-240,2020-2021
Polish,4.8,23-5850-240,2020-2021
Portuguese,2.6,23-5850-240,2020-2021
Spanish,4.3,23-5850-240,2020-2021
English,56.8,23-5850-260,2020-2021
Gujarati,2.0,23-5850-260,2020-2021
Other,3.4,23-5850-260,2020-2021
Polish,2.6,23-5850-260,2020-2021
Portuguese,1.4,23-5850-260,2020-2021
Spanish,33.8,23-5850-260,2020-2021
English,75.5,23-5850-275,2020-2021
Other,4.3,23-5850-275,2020-2021
Panjabi,3.5,23-5850-275,2020-2021
Portuguese,1.1,23-5850-275,2020-2021
Spanish,13.9,23-5850-275,2020-2021
Urdu,1.6,23-5850-275,2020-2021
English,74.4,23-5850-280,2020-2021
Hindi,1.3,23-5850-280,2020-2021
Other,3.6,23-5850-280,2020-2021
Polish,1.1,23-5850-280,2020-2021
Spanish,15.7,23-5850-280,2020-2021
Urdu,3.8,23-5850-280,2020-2021
Arabic,7.3,23-5850-320,2020-2021
English,39.7,23-5850-320,2020-2021
Gujarati,5.5,23-5850-320,2020-2021
Other,27.8,23-5850-320,2020-2021
Telugu,13.9,23-5850-320,2020-2021
Urdu,5.7,23-5850-320,2020-2021
English,22.7,23-5850-402,2020-2021
Gujarati,24.9,23-5850-402,2020-2021
Hindi,13.2,23-5850-402,2020-2021
Other,22.0,23-5850-402,2020-2021
Tamil,8.1,23-5850-402,2020-2021
Telugu,9.0,23-5850-402,2020-2021
English,60.6,25-0100-010,2020-2021
Haitian,8.4,25-0100-010,2020-2021
Other,0.4,25-0100-010,2020-2021
Spanish,30.6,25-0100-010,2020-2021
English,81.0,25-0100-040,2020-2021
Other,0.3,25-0100-040,2020-2021
Spanish,18.7,25-0100-040,2020-2021
English,64.7,25-0100-070,2020-2021
Haitian,3.9,25-0100-070,2020-2021
Other,1.4,25-0100-070,2020-2021
Spanish,30.0,25-0100-070,2020-2021
English,76.3,25-0100-100,2020-2021
Haitian,4.1,25-0100-100,2020-2021
Other,0.8,25-0100-100,2020-2021
Spanish,18.8,25-0100-100,2020-2021
English,93.7,25-0130-020,2020-2021
Other,1.6,25-0130-020,2020-2021
Spanish,4.7,25-0130-020,2020-2021
Chinese,1.6,25-0180-010,2020-2021
English,89.9,25-0180-010,2020-2021
Slavic languages,1.6,25-0180-010,2020-2021
Spanish,7.0,25-0180-010,2020-2021
English,91.1,25-0225-030,2020-2021
Panjabi,1.8,25-0225-030,2020-2021
Portuguese,1.8,25-0225-030,2020-2021
Spanish,5.4,25-0225-030,2020-2021
English,52.4,25-0270-020,2020-2021
Other,0.9,25-0270-020,2020-2021
Spanish,46.7,25-0270-020,2020-2021
Arabic,2.4,25-0500-020,2020-2021
English,38.2,25-0500-020,2020-2021
Russian,1.6,25-0500-020,2020-2021
Spanish,57.9,25-0500-020,2020-2021
English,97.8,25-0560-020,2020-2021
Other,0.8,25-0560-020,2020-2021
Spanish,1.4,25-0560-020,2020-2021
English,95.4,25-0945-030,2020-2021
Other,3.4,25-0945-030,2020-2021
Spanish,1.2,25-0945-030,2020-2021
Arabic,1.4,25-0945-050,2020-2021
English,93.4,25-0945-050,2020-2021
Other,2.8,25-0945-050,2020-2021
Russian,1.0,25-0945-050,2020-2021
Spanish,1.4,25-0945-050,2020-2021
English,95.0,25-0945-060,2020-2021
Other,3.2,25-0945-060,2020-2021
Spanish,1.8,25-0945-060,2020-2021
Arabic,1.3,25-1000-040,2020-2021
English,94.2,25-1000-040,2020-2021
Other,1.3,25-1000-040,2020-2021
Portuguese,1.3,25-1000-040,2020-2021
Spanish,1.9,25-1000-040,2020-2021
English,63.3,25-1260-060,2020-2021
Other,7.8,25-1260-060,2020-2021
Portuguese,5.0,25-1260-060,2020-2021
Spanish,16.7,25-1260-060,2020-2021
Telugu,2.2,25-1260-060,2020-2021
Vietnamese,5.0,25-1260-060,2020-2021
English,64.5,25-1260-070,2020-2021
Other,8.9,25-1260-070,2020-2021
Portuguese,4.9,25-1260-070,2020-2021
Spanish,16.3,25-1260-070,2020-2021
Tagalog,2.5,25-1260-070,2020-2021
Vietnamese,3.0,25-1260-070,2020-2021
English,66.4,25-1260-080,2020-2021
Other,7.6,25-1260-080,2020-2021
Portuguese,5.2,25-1260-080,2020-2021
Spanish,17.0,25-1260-080,2020-2021
Telugu,1.0,25-1260-080,2020-2021
Vietnamese,2.8,25-1260-080,2020-2021
English,62.0,25-1260-110,2020-2021
Other,8.9,25-1260-110,2020-2021
Portuguese,8.9,25-1260-110,2020-2021
Spanish,16.4,25-1260-110,2020-2021
Telugu,1.4,25-1260-110,2020-2021
Vietnamese,2.3,25-1260-110,2020-2021
English,99.5,25-1440-050,2020-2021
Other,0.5,25-1440-050,2020-2021
English,99.5,25-1440-060,2020-2021
Other,0.5,25-1440-060,2020-2021
English,93.4,25-1490-050,2020-2021
Spanish,6.6,25-1490-050,2020-2021
English,29.8,25-1640-040,2020-2021
Other,1.3,25-1640-040,2020-2021
Spanish,68.9,25-1640-040,2020-2021
English,28.3,25-1640-060,2020-2021
Other,1.5,25-1640-060,2020-2021
Spanish,70.2,25-1640-060,2020-2021
English,27.9,25-1640-070,2020-2021
Other,1.0,25-1640-070,2020-2021
Spanish,71.1,25-1640-070,2020-2021
English,87.8,25-1650-010,2020-2021
Other,3.7,25-1650-010,2020-2021
Russian,1.3,25-1650-010,2020-2021
Spanish,7.1,25-1650-010,2020-2021
English,70.5,25-1650-050,2020-2021
Other,4.2,25-1650-050,2020-2021
Spanish,25.2,25-1650-050,2020-2021
English,90.7,25-1650-055,2020-2021
Other,3.9,25-1650-055,2020-2021
Russian,1.2,25-1650-055,2020-2021
Spanish,4.2,25-1650-055,2020-2021
English,94.9,25-1650-060,2020-2021
Other,2.5,25-1650-060,2020-2021
Spanish,2.6,25-1650-060,2020-2021
English,89.3,25-1650-070,2020-2021
Other,5.9,25-1650-070,2020-2021
Russian,2.5,25-1650-070,2020-2021
Spanish,2.2,25-1650-070,2020-2021
English,93.7,25-1650-080,2020-2021
Other,4.9,25-1650-080,2020-2021
Russian,1.3,25-1650-080,2020-2021
Chinese,2.4,25-1660-020,2020-2021
English,87.6,25-1660-020,2020-2021
Other,5.7,25-1660-020,2020-2021
Russian,1.7,25-1660-020,2020-2021
Spanish,2.6,25-1660-020,2020-2021
English,90.7,25-1660-021,2020-2021
Other,3.8,25-1660-021,2020-2021
Spanish,5.6,25-1660-021,2020-2021
Chinese,1.0,25-1660-023,2020-2021
English,86.0,25-1660-023,2020-2021
Other,3.0,25-1660-023,2020-2021
Spanish,10.0,25-1660-023,2020-2021
English,90.9,25-1660-024,2020-2021
Other,4.7,25-1660-024,2020-2021
Russian,1.3,25-1660-024,2020-2021
Spanish,3.1,25-1660-024,2020-2021
English,92.3,25-1660-025,2020-2021
Other,4.1,25-1660-025,2020-2021
Spanish,3.6,25-1660-025,2020-2021
English,80.2,25-1660-026,2020-2021
Other,4.1,25-1660-026,2020-2021
Spanish,15.6,25-1660-026,2020-2021
English,89.9,25-1660-030,2020-2021
Other,5.0,25-1660-030,2020-2021
Spanish,5.0,25-1660-030,2020-2021
Arabic,2.2,25-1660-070,2020-2021
Chinese,1.1,25-1660-070,2020-2021
English,64.8,25-1660-070,2020-2021
"Greek, Modern (1453-)",2.2,25-1660-070,2020-2021
Other,4.4,25-1660-070,2020-2021
Spanish,25.3,25-1660-070,2020-2021
English,96.8,25-2105-050,2020-2021
Other,1.0,25-2105-050,2020-2021
Spanish,2.2,25-2105-050,2020-2021
Chinese,1.0,25-2105-060,2020-2021
English,97.5,25-2105-060,2020-2021
Other,0.5,25-2105-060,2020-2021
Spanish,1.0,25-2105-060,2020-2021
English,97.3,25-2105-070,2020-2021
Other,1.6,25-2105-070,2020-2021
Spanish,1.1,25-2105-070,2020-2021
English,99.2,25-2105-085,2020-2021
Other,0.8,25-2105-085,2020-2021
English,98.8,25-2105-090,2020-2021
Other,1.2,25-2105-090,2020-2021
English,95.5,25-2105-095,2020-2021
Other,2.0,25-2105-095,2020-2021
Spanish,2.4,25-2105-095,2020-2021
English,98.3,25-2105-100,2020-2021
Other,0.7,25-2105-100,2020-2021
Spanish,1.0,25-2105-100,2020-2021
English,96.7,25-2105-105,2020-2021
Other,2.0,25-2105-105,2020-2021
Spanish,1.3,25-2105-105,2020-2021
English,92.0,25-2120-050,2020-2021
Other,2.3,25-2120-050,2020-2021
Spanish,5.6,25-2120-050,2020-2021
English,89.9,25-2160-050,2020-2021
Other,0.6,25-2160-050,2020-2021
Persian,1.1,25-2160-050,2020-2021
Spanish,8.4,25-2160-050,2020-2021
Chinese,2.7,25-2230-020,2020-2021
English,92.4,25-2230-020,2020-2021
Other,3.3,25-2230-020,2020-2021
Russian,1.6,25-2230-020,2020-2021
Chinese,1.7,25-2230-030,2020-2021
English,94.6,25-2230-030,2020-2021
Other,2.6,25-2230-030,2020-2021
Russian,1.1,25-2230-030,2020-2021
Chinese,1.4,25-2230-050,2020-2021
English,96.4,25-2230-050,2020-2021
Other,1.1,25-2230-050,2020-2021
Russian,1.0,25-2230-050,2020-2021
Chinese,3.0,25-2230-080,2020-2021
English,92.2,25-2230-080,2020-2021
Other,3.4,25-2230-080,2020-2021
Russian,1.4,25-2230-080,2020-2021
English,70.5,25-2290-003,2020-2021
Other,6.4,25-2290-003,2020-2021
Russian,1.2,25-2290-003,2020-2021
Spanish,22.0,25-2290-003,2020-2021
English,94.0,25-2290-005,2020-2021
Other,2.6,25-2290-005,2020-2021
Portuguese,1.0,25-2290-005,2020-2021
Spanish,2.4,25-2290-005,2020-2021
English,75.2,25-2290-010,2020-2021
Other,5.1,25-2290-010,2020-2021
Spanish,19.6,25-2290-010,2020-2021
English,94.1,25-2290-012,2020-2021
Other,3.1,25-2290-012,2020-2021
Spanish,2.8,25-2290-012,2020-2021
English,91.9,25-2290-020,2020-2021
Other,2.2,25-2290-020,2020-2021
Russian,1.5,25-2290-020,2020-2021
Spanish,3.3,25-2290-020,2020-2021
Vietnamese,1.1,25-2290-020,2020-2021
English,86.2,25-2290-025,2020-2021
Other,5.4,25-2290-025,2020-2021
Russian,1.4,25-2290-025,2020-2021
Spanish,7.0,25-2290-025,2020-2021
English,90.3,25-2290-027,2020-2021
Other,3.8,25-2290-027,2020-2021
Spanish,5.9,25-2290-027,2020-2021
English,92.2,25-2290-030,2020-2021
Other,3.9,25-2290-030,2020-2021
Spanish,3.9,25-2290-030,2020-2021
English,90.3,25-2290-032,2020-2021
Other,4.5,25-2290-032,2020-2021
Russian,1.3,25-2290-032,2020-2021
Spanish,3.9,25-2290-032,2020-2021
English,92.1,25-2290-035,2020-2021
Other,2.7,25-2290-035,2020-2021
Spanish,5.2,25-2290-035,2020-2021
Arabic,1.1,25-2290-045,2020-2021
English,90.3,25-2290-045,2020-2021
Other,1.9,25-2290-045,2020-2021
Russian,1.5,25-2290-045,2020-2021
Spanish,5.2,25-2290-045,2020-2021
English,94.0,25-2290-060,2020-2021
Other,4.1,25-2290-060,2020-2021
Spanish,1.9,25-2290-060,2020-2021
English,85.9,25-2400-010,2020-2021
Other,2.8,25-2400-010,2020-2021
Spanish,11.3,25-2400-010,2020-2021
English,89.2,25-2400-030,2020-2021
Other,1.9,25-2400-030,2020-2021
Spanish,9.0,25-2400-030,2020-2021
English,88.4,25-2400-040,2020-2021
Other,3.4,25-2400-040,2020-2021
Spanish,6.8,25-2400-040,2020-2021
Urdu,1.4,25-2400-040,2020-2021
English,88.4,25-2400-050,2020-2021
Other,2.3,25-2400-050,2020-2021
Spanish,9.3,25-2400-050,2020-2021
English,79.9,25-2430-050,2020-2021
Other,3.8,25-2430-050,2020-2021
Spanish,16.3,25-2430-050,2020-2021
English,67.7,25-2430-060,2020-2021
Other,3.4,25-2430-060,2020-2021
Spanish,28.8,25-2430-060,2020-2021
English,97.6,25-2720-050,2020-2021
Other,2.4,25-2720-050,2020-2021
English,97.3,25-2720-060,2020-2021
Other,2.7,25-2720-060,2020-2021
English,44.6,25-2770-050,2020-2021
Other,1.0,25-2770-050,2020-2021
Portuguese,13.3,25-2770-050,2020-2021
Spanish,41.2,25-2770-050,2020-2021
English,37.1,25-2770-060,2020-2021
Other,1.1,25-2770-060,2020-2021
Portuguese,18.2,25-2770-060,2020-2021
Spanish,43.6,25-2770-060,2020-2021
English,38.1,25-2770-065,2020-2021
Other,1.9,25-2770-065,2020-2021
Portuguese,20.1,25-2770-065,2020-2021
Spanish,40.0,25-2770-065,2020-2021
English,21.8,25-2770-080,2020-2021
Portuguese,35.0,25-2770-080,2020-2021
Spanish,43.2,25-2770-080,2020-2021
English,45.6,25-2770-085,2020-2021
Other,0.3,25-2770-085,2020-2021
Portuguese,19.3,25-2770-085,2020-2021
Spanish,34.9,25-2770-085,2020-2021
English,42.9,25-2770-110,2020-2021
Other,1.5,25-2770-110,2020-2021
Portuguese,13.3,25-2770-110,2020-2021
Spanish,42.2,25-2770-110,2020-2021
English,40.8,25-2770-120,2020-2021
Other,0.6,25-2770-120,2020-2021
Portuguese,19.1,25-2770-120,2020-2021
Spanish,39.5,25-2770-120,2020-2021
English,22.6,25-2770-300,2020-2021
Other,0.7,25-2770-300,2020-2021
Portuguese,28.6,25-2770-300,2020-2021
Spanish,48.0,25-2770-300,2020-2021
English,91.0,25-2920-050,2020-2021
Other,4.5,25-2920-050,2020-2021
Russian,3.4,25-2920-050,2020-2021
Spanish,1.1,25-2920-050,2020-2021
Chinese,1.4,25-2920-055,2020-2021
English,88.9,25-2920-055,2020-2021
Other,5.1,25-2920-055,2020-2021
Polish,1.0,25-2920-055,2020-2021
Russian,3.6,25-2920-055,2020-2021
Chinese,1.5,25-2920-060,2020-2021
English,86.9,25-2920-060,2020-2021
Other,6.9,25-2920-060,2020-2021
Russian,3.1,25-2920-060,2020-2021
Spanish,1.7,25-2920-060,2020-2021
English,86.7,25-2920-063,2020-2021
Other,3.8,25-2920-063,2020-2021
Polish,1.1,25-2920-063,2020-2021
Russian,5.1,25-2920-063,2020-2021
Spanish,2.3,25-2920-063,2020-2021
Tamil,1.0,25-2920-063,2020-2021
English,89.1,25-2920-075,2020-2021
Other,5.5,25-2920-075,2020-2021
Russian,3.2,25-2920-075,2020-2021
Spanish,2.2,25-2920-075,2020-2021
