county_name,district_name,school_name,street_address,city,state,zipcode,zipcode_extn,county_district_school_code
Morris,Morris County Vocational School District,Academy for Environmental Science,1010 Weldon Road,Oak Ridge,NJ,07438,,27-3365-300
Essex,Essex Regional Educational Services Commission,Essex Junior Academy,520 Pompton Avenue,Cedar Grove,NJ,07009,,13-1387-040
Gloucester,Logan Township School District,Center Square School,100 Peachwood Drive,Logan Township,NJ,08085,,15-2750-025
Morris,Parsippany-Troy Hills Township School District,Lake Hiawatha Elementary School,1 Lincoln Avenue,Lake Hiawatha,NJ,07034,,27-3950-070
Atlantic,Atlantic City School District,Chelsea Heights School,4101  Filbert Avenue,Atlantic City,NJ,08401,1023,01-0110-050
Gloucester,Greenwich Township School District,Nehaunsey Middle School,415 SWEDESBORO ROAD,GIBBSTOWN,NJ,08027,,15-1830-060
Ocean,Lakewood Township School District,Piner Elementary School,1141 E County Line Road,Lakewood,NJ,08701,,29-2520-301
Essex,Belleville Public School District,Belleville PS8,183 UNION AVE,BELLEVILLE,NJ,07109,1628,13-0250-080
Essex,Newark Public School District,NJ Regional Day School  - Newark,334 LYONS AVE,NEWARK,NJ,07112,1441,13-3570-004
Essex,West Orange Public Schools,St. Cloud Elementary School,71 SHERIDAN AVE,W ORANGE,NJ,07052,2635,13-5680-170
Salem,Pittsgrove Township School District,Olivet Elementary School,235 SHEEP PEN ROAD,PITTSGROVE,NJ,08318,8901,33-4150-060
Camden,Waterford Township School District,Atco Elementary School,2162 Cooper Road,Atco,NJ,08004,1033,07-5560-040
Mercer,Lawrence Township Public School District,Lawrence Middle School,2455 PRINCETON PIKE,LAWRENCEVILLE,NJ,08648,3938,21-2580-050
Morris,Mount Olive Township School District,Mountain View Elementary School,118 CLOVER HILL DRIVE,FLANDERS,NJ,07836,,27-3450-060
Somerset,Hillsborough Township Public School District,Hillsborough High School,466 Raider Boulevard,Hillsborough,NJ,08844,,35-2170-030
Camden,Camden City School District,Forest Hill School,1625 Wildwood Avenue,CAMDEN,NJ,08103,,07-0680-205
Passaic,Passaic City School District,Passaic High School No. 12,170 Paulison Ave.,Passaic,NJ,07055,,31-3970-050
Monmouth,Marlboro Township School District,Asher Holmes Elementary School,48 MENZEL LANE,MORGANVILLE,NJ,07751,1298,25-3030-070
Hudson,Jersey City Public Schools,Alfred Zampella School,201 NORTH ST,JERSEY CITY,NJ,07307,3336,17-2390-240
Hudson,Jersey City Public Schools,Ezra L. Nolan School,88 GATES AVE,JERSEY CITY,NJ,07305,2448,17-2390-345
Salem,Elsinboro Township School District,Elsinboro Township School,631 SALEM  FORT ELFSBORG ROAD,SALEM,NJ,08079,,33-1350-050
Hudson,Jersey City Public Schools,Dr Ronald McNair High School,123 COLES  STREET,JERSEY CITY,NJ,07302,,17-2390-075
Gloucester,Deptford Township Public School District,Deptford Township High School,575 S FOX RUN RD,DEPTFORD,NJ,08096,4203,15-1100-040
Essex,Cedar Grove Township School District,Cedar Grove High School,90 Rugby Road,Cedar Grove,NJ,07009,,13-0760-050
Bergen,Woodcliff Lake School District,Woodcliff Middle School,134 WOODCLIFF AVE,WOODCLIFF LAKE,NJ,07677,8245,03-5880-050
Monmouth,Marlboro Township School District,David C Abbott Early Learning Center,171 TENNENT ROAD,MORGANVILLE,NJ,07751,,25-3030-043
Salem,Salem County Special Services School District,Cumberland Campus,13 Ramah Road,Bridgeton,NJ,08302,,33-4635-300
Bergen,Bergen County Special Services School District,N. A. Bleshman Regional Day School,333 EAST RIDGEWOOD AVENUE,PARAMUS,NJ,07652,,03-0285-002
Cape May,Avalon School District,Avalon Elementary School,235 32ND STREET,AVALON,NJ,08202,1776,09-0170-010
Essex,Newark Public School District,Weequahic High School,279 CHANCELLOR AVE,NEWARK,NJ,07112,1201,13-3570-070
Somerset,Montgomery Township School District,Village Elementary School,100 Main Boulevard,Skillman,NJ,08558,,35-3320-105
Atlantic,Atlantic City School District,Brighton Avenue School,30 N. Brighton Avenue,Atlantic City,NJ,08401,,01-0110-300
Burlington,Mount Laurel Township School District,Larchmont Elementary School,301 LARCHMONT BLVD,MOUNT LAUREL,NJ,08054,,05-3440-055
Cape May,Middle Township Public School District,Middle Township Elementary #4,300 E PACIFIC AVE,CAPE MAY COURT HOUSE,NJ,08210,,09-3130-091
Hudson,Jersey City Public Schools,Infinity Institute,193 Old Bergen Road,Jersey City,NJ,07305,,17-2390-002
Camden,Gloucester City Public School District,Gloucester City Middle School,1300 Market Street,Gloucester City,NJ,08030,,07-1770-300
Warren,Belvidere School District,Belvidere High School,809 OXFORD STREET,BELVIDERE,NJ,07823,,41-0280-020
Gloucester,Paulsboro School District,Billingsport Elementary School,441 NASSAU AVE,PAULSBORO,NJ,08066,,15-4020-060
Burlington,Beverly City School,Beverly City School District,601 BENTLEY AVE,BEVERLY,NJ,08010,,05-0380-025
Essex,Glen Ridge Public School District,Central School,180 Hillside Ave,Glen Ridge,NJ,07028,,13-1750-300
Burlington,Burlington County Special Services School District,Burlington County Alternative High School,1020 Briggs Road,Mt. Laurel,NJ,08054,,05-0605-011
Bergen,Lodi School District,Washington School,310 N  MAIN STREET,LODI,NJ,07644,,03-2740-090
Mercer,Trenton Public Schools,Monument Elementary School,145 Pennington Avenue,Trenton,NJ,08618,,21-5210-250
Charters,Ridge and Valley Charter School,Ridge and Valley Charter School,1234 STATE ROUTE 94,Frelinghuysen,NJ,07825,,80-7727-900
Camden,Gloucester Township Public Schools,"James W. Lilley, Jr. Elementary School",1275 WILLIAMSTOWN ROAD,ERIAL,NJ,08081,,07-1780-085
Ocean,Stafford Township School District,Ocean Acres Elementary School,489 Nautilus Drive,Manahawkin,NJ,08050,,29-5020-065
Middlesex,New Brunswick School District,A Chester Redshaw School,216 Livingston Avenue,NEW BRUNSWICK,NJ,08901,2930,23-3530-060
Camden,Pennsauken Township Board of Education School District,Pennsauken High School,800 HYLTON ROAD,PENNSAUKEN,NJ,08110,,07-4060-050
Burlington,Pemberton Township School District,Helen A. Fort Middle School,101 FORT DIX ROAD,PEMBERTON,NJ,08068,,05-4050-050
Essex,East Orange School District,John L. Costley Middle School,116 HAMILTON ST,EAST ORANGE,NJ,07017,2912,13-1210-070
Monmouth,Wall Township Public School District,Wall High School,1630 18TH AVE,WALL,NJ,07719,1199,25-5420-050
Bergen,Teaneck School District,William Cullen Bryant School,1 TRYON AVENUE,TEANECK,NJ,07666,,03-5150-080
Warren,Mansfield Township Elementary School District,Mansfield Township Elementary,50 PORT MURRAY ROAD,PORT MURRAY,NJ,07865,9702,41-2970-050
Middlesex,Middlesex County Vocational and Technical School District,Middlesex County Vocational School  East  Brunswick,112 RUES LANE,EAST BRUNSWICK,NJ,08816,4235,23-3150-040
Bergen,Maywood School District,Memorial School,764 GRANT AVE,MAYWOOD,NJ,07607,1621,03-3060-070
Gloucester,Clayton Public School District,Herma S. Simmons Elementary School,300 WEST CHESTNUT STREET,CLAYTON,NJ,08312,1700,15-0860-040
Ocean,Jackson Township School District,Crawford-Rodriguez Elementary School,1025 Larsen Road,Jackson,NJ,08527,3497,29-2360-030
Burlington,North Hanover Township School District,North Hanover Township Upper Elementary School,351 MONMOUTH ROAD,WRIGHTSTOWN,NJ,08652,,05-3650-036
Sussex,Sparta Township Public School District,Sparta High School,70 WEST MOUNTAIN ROAD,SPARTA,NJ,07871,,37-4960-050
Middlesex,Woodbridge Township School District,Lynn Crest Elementary School,98 IRA AVENUE,COLONIA,NJ,07067,,23-5850-210
Passaic,Paterson Public School District,"Dr. Martin Luther King, Jr. Educational Complex",851 E  28TH STREET,PATERSON,NJ,07513,,31-4010-312
Union,Berkeley Heights School District,Thomas P. Hughes School,446 SNYDER AVE,BERKELEY HTS,NJ,07922,2017,39-0310-020
Burlington,Westampton Township Public School District,Westampton Township Middle School,700 RANCOCAS ROAD,WESTAMPTON,NJ,08060,9601,05-5720-050
Morris,Mount Olive Township School District,Tinc Rd. Elementary School,24 TINC ROAD,FLANDERS,NJ,07836,,27-3450-070
Essex,Verona Public School District,Frederic N. Brown Elementary School,125 GROVE AVE,VERONA,NJ,07044,1621,13-5370-080
Essex,East Orange School District,Johnnie L. Cochran Jr. Academy,190 MIDLAND AVENUE,EAST ORANGE,NJ,07017,,13-1210-190
Monmouth,Howell Township Public School District,Aldrich Elementary School,615 ALDRICH ROAD,HOWELL,NJ,07731,1936,25-2290-005
Morris,Chester School District,Bragg Elementary School,250 Route 24,Chester,NJ,07930,,27-0820-030
Somerset,Franklin Township Public Schools,Hillcrest School,500 Franklin Blvd,Somerset,NJ,08873,3030,35-1610-100
Burlington,Riverside Township School District,Riverside High School,112 E WASHINGTON STREET,RIVERSIDE,NJ,08075,,05-4450-050
Essex,Millburn Township School District,Millburn High School,462 MILLBURN AVE,MILLBURN,NJ,07041,1210,13-3190-050
Monmouth,Middletown Township Public School District,Navesink Elementary School,151 MONMOUTH AVENUE,ATLANTIC HIGHLANDS,NJ,07716,,25-3160-140
Monmouth,LONG BRANCH PUBLIC SCHOOL District,Long Branch High School,404 Indiana Avenue,LONG BRANCH,NJ,07740,5557,25-2770-050
Burlington,Mount Laurel Township School District,Springville Elementary School,520 HARTFORD ROAD,MT  LAUREL,NJ,08054,,05-3440-075
Bergen,Northern Valley Regional High School District,Northern Valley Central,200 Summit Street,Norwood,NJ,07648,,03-3710-300
Essex,Roseland School District,Lester C Noecker,100 PASSAIC AVE,ROSELAND,NJ,07068,,13-4530-020
Union,Elizabeth Public Schools,Benjamin Franklin School No. 13,248 RIPLEY PL,ELIZABETH,NJ,07206,2122,39-1320-160
Sussex,Sparta Township Public School District,Mohawk Avenue School,18 Mohawk Avneue,Sparta,NJ,07871,,37-4960-300
Cape May,Cape May County Technical High School District,Cape May County Technical High SChool,188 CREST HAVEN RD,CAPE MAY COURT HOUSE,NJ,08210,,09-0720-030
Monmouth,Manalapan-Englishtown Regional Schools School District,John I. Dawes Early Learning Center,38 GORDONS CORNER ROAD,MANALAPAN,NJ,07726,,25-2920-120
Ocean,Manchester Township School District,Manchester Regional Day School,890 TOMS RIVER ROAD,JACKSON,NJ,08527,9105,29-2940-008
Burlington,Medford Lakes School District,Nokomis School,135 Mudjekeewis Trail,Medford Lakes,NJ,08055,,05-3070-050
Gloucester,Clayton Public School District,Clayton High School,55 POP KRAMER BLVD,CLAYTON,NJ,08312,1700,15-0860-030
Essex,Bloomfield Township School District,Watsessing Elementary School,71 Prospect Street,Bloomfield,NJ,07003,3223,13-0410-150
Union,Roselle Public Schools,Washington Elementary School,501 WASHINGTON AVENUE,ROSELLE,NJ,07203,2329,39-4540-050
Charters,Bergen Arts and Science Charter School,Bergen Arts and Sciences Charter School,200 MACARTHUR AVENUE,GARFIELD,NJ,07026,,80-6013-900
Gloucester,Woodbury City Public School District,Evergreen Avenue Elementary School,160 North Evergreen Avenue,Woodbury,NJ,08096,,15-5860-090
Bergen,Teaneck School District,Nathaniel Hawthorne Elementary School,201 FYCKE LANE,TEANECK,NJ,07666,,03-5150-110
Middlesex,Piscataway Township School District,Quibbletown Middle School,99 ACADEMY STREET,PISCATAWAY,NJ,08854,,23-4130-055
Middlesex,Woodbridge Township School District,Woodbridge High School,25 SAMUEL LUPO PLACE,WOODBRIDGE,NJ,07095,,23-5850-050
Gloucester,Township of Franklin School District,Caroline L. Reutter School,2150 DELSEA DR,FRANKLINVILLE,NJ,08322,2522,15-1590-070
Cumberland,Millville School District,Holly Heights Elementary School,2509 E MAIN ST,MILLVILLE,NJ,08332,9639,11-3230-075
Essex,East Orange School District,Mildred Barry Garvin Elementary,1 GROVE PLACE,EAST ORANGE,NJ,07017,4706,13-1210-100
Essex,South Orange-Maplewood School District,Maplewood Middle School,7 BURNETT ST,MAPLEWOOD,NJ,07040,2620,13-4900-040
Union,Elizabeth Public Schools,Dr. Antonia Pantoja School No. 27,505 -517 MORRIS AVENUE,ELIZABETH,NJ,07208,,39-1320-310
Somerset,Bridgewater-Raritan Regional School District,Bridgewater-Raritan Middle School,128 Merriwood Road,Bridgewater,NJ,08807,,35-0555-010
Middlesex,Sayreville School District,Dwight D. Eisenhower Elementary School,601 ERNSTON ROAD,PARLIN,NJ,08859,2126,23-4660-070
Somerset,Bound Brook School District,Smalley Elementary School,163 Cherry Ave,Bound Brook,NJ,08805,,35-0490-303
Bergen,Fort Lee School District,School No. 1,250 HOYM STREET,FORT LEE,NJ,07024,,03-1550-060
Bergen,Ridgewood Public School District,Somerville Elementary School,45 SOUTH PLEASANT AVE,RIDGEWOOD,NJ,07451,,03-4390-100
Middlesex,Woodbridge Township School District,Indiana Avenue Elementary School,INDIANA AVENUE,ISELIN,NJ,08830,,23-5850-160
Morris,Harding Township School District,Harding Township School,34 LEES HILL ROAD,NEW VERNON,NJ,07976,0248,27-2010-050
Union,Hillside Public School District,Hillside Innovation Academy,195 Virginia St-1100 Woodruff Ave,Hillside,NJ,07205,,39-2190-300
Bergen,Midland Park School District,Godwin Elementary School,41 E. Center Street,Midland Park,NJ,07432,,03-3170-300
Camden,Cherry Hill School District,Joyce Kilmer Elementary School,2900 Chapel Ave.,CHERRY HILL,NJ,08002,1661,07-0800-105
Camden,Haddonfield School District,Elizabeth Haddon School,501 WEST REDMAN AVENUE,HADDONFIELD,NJ,08033,,07-1900-080
Bergen,Fort Lee School District,School No. 4,1193 ANDERSON AVE,FORT LEE,NJ,07024,1761,03-1550-090
Middlesex,South Brunswick School District,Cambridge Elementary School,35 CAMBRIDGE ROAD,KENDALL PARK,NJ,08824,,23-4860-060
Monmouth,Monmouth Regional High School,Monmouth Regional High School,ONE NORMAN J  FIELD WAY,TINTON FALLS,NJ,07724,3299,25-3270-050
Mercer,East Windsor Regional School District,Walter C. Black Elementary School,371 STOCKTON STREET,HIGHTSTOWN,NJ,08520,,21-1245-080
Monmouth,Manalapan-Englishtown Regional Schools School District,Taylor Mills School,77 GORDONS CORNER ROAD,Manalapan,NJ,07726,1599,25-2920-090
Morris,Parsippany-Troy Hills Township School District,Intervale Elementary School,60 Pitt Road,Boonton,NJ,07005,,27-3950-064
Burlington,Eastampton Township School District,Eastampton Township Community School,1 STUDENT DRIVE,EASTAMPTON,NJ,08060,9626,05-1250-060
Gloucester,Harrison Township School District,Pleasant Valley School,401 CEDAR RD,MULLICA HILL,NJ,08062,9494,15-2070-080
Bergen,Englewood Public School District,Dwight Morrow High School/Academies@Englewood,274 KNICKERBOCKER RD,ENGLEWOOD,NJ,07631,1534,03-1370-040
Hudson,Union City School District,Union Hill Middle School,3800 HUDSON AVE,UNION CITY,NJ,07087,6020,17-5240-150
Morris,Mount Olive Township School District,Chester M. Stephens Elementary School,99 SUNSET DRIVE,BUDD LAKE,NJ,07828,,27-3450-050
Mercer,Hamilton Township Public School District,Mercerville Elementary School,60 REGINA AVENUE,HAMILTON,NJ,08619,2202,21-1950-210
Hudson,Hudson County Schools of Technology School District,Explore Middle School,180-9th St,JERSEY CITY,NJ,07302,,17-2295-090
Ocean,Plumsted Township School District,New Egypt Middle School,115 EVERGREEN ROAD,NEW EGYPT,NJ,08533,1316,29-4190-080
Essex,Newark Public School District,John F. Kennedy School,311 S TENTH ST,NEWARK,NJ,07103,2114,13-3570-477
Bergen,Paramus Public School District,Parkway Elementary School,145 E. RIDGEWOOD AVENUE,PARAMUS,NJ,07652,,03-3930-100
Camden,Cherry Hill School District,A. Russell Knight Elementary School,140 Old Carriage Rd.,CHERRY HILL,NJ,08034,3332,07-0800-058
Bergen,Emerson Public School District,Memorial School,1 Haines Avenue,Emerson,NJ,07630,,03-1360-070
Hunterdon,Lebanon Borough School District,Lebanon Borough School,6 MAPLE ST,LEBANON,NJ,08833,9707,19-2590-050
Sussex,Andover Regional School District,Long Pond School,707 LIMECREST RD,NEWTON,NJ,07860,,37-0090-040
Middlesex,Sayreville School District,Project Before at Selover School,150 Lincoln St,South Amboy,NJ,08879,,23-4660-300
Somerset,Bridgewater-Raritan Regional School District,Eisenhower Intermediate School,791 Eisenhower Avenue,Bridgewater,NJ,08807,,35-0555-048
Bergen,Waldwick School District,Waldwick Middle School,155 WYCKOFF AVENUE,WALDWICK,NJ,07463,,03-5410-070
Ocean,Barnegat Township School District,Joseph T. Donahue Elementary School,200 BENGAL BLVD,BARNEGAT,NJ,08005,,29-0185-080
Hudson,Hudson County Schools of Technology School District,Bayonne Academy,669 Avenue A,Bayonne,NJ,07094,1851,17-2295-305
Middlesex,Woodbridge Township School District,Menlo Park Terrace Elementary School,19 MARYKNOLL ROAD,METUCHEN,NJ,08840,,23-5850-230
Hunterdon,Clinton-Glen Gardner School District,Clinton Public School,10 SCHOOL STREET,CLINTON,NJ,08809,,19-0910-030
Union,Township of Union School District,Franklin Elementary,1500 LINDY TERRACE,UNION,NJ,07083,4752,39-5290-100
Monmouth,Freehold Regional High School District,Marlboro High School,95 NORTH MAIN STREET,MARLBORO,NJ,07746,1055,25-1650-080
Camden,Camden City School District,Alfred Cramer College Preparatory Lab School,2800 MICKLE STREET,CAMDEN,NJ,08105,2274,07-0680-170
Bergen,Fort Lee School District,School No. 3,2405 SECOND STREET,FORT LEE,NJ,07024,,03-1550-080
Sussex,Vernon Township School District,Glen Meadow Middle School,7 SAMMIS ROAD,VERNON,NJ,07462,0516,37-5360-025
Union,Hillside Public School District,Walter O. Krumbiegel Middle School,145 HILLSIDE AVE,HILLSIDE,NJ,07205,1858,39-2190-085
Hudson,West New York Board of Education,Early Childhood School,5204 HUDSON AVE,WEST NEW YORK,NJ,07093,2614,17-5670-055
Middlesex,Woodbridge Township School District,Ross Street Elementary School,ROSS STREET,WOODBRIDGE,NJ,07095,,23-5850-280
Passaic,Woodland Park School District,Charles Olbon School,50 LINCOLN LANE,Woodland Park,NJ,07424,,31-5690-065
Charters,University Academy Charter High School,University Academy Charter High School,275 WEST SIDE AVENUE,JERSEY CITY,NJ,07305,,80-8060-990
Atlantic,Somers Point School District,New York Avenue Elementary School,121 WEST NEW YORK AVENUE,SOMERS POINT,NJ,08244,1408,01-4800-060
Passaic,Paterson Public School District,New Roberto Clemente,482-506 MARKET STREET,PATERSON,NJ,07501,,31-4010-316
Union,Elizabeth Public Schools,Donald Stewart Early Childhood Center No 51,544 PENNSYLVANIA AVENUE,ELIZABETH,NJ,07207,,39-1320-355
