county_name,district_name,school_name,county_district_school_code,school_address,name_enc,address_enc,gs_school_name,gs_school_address,gs_school_link,rating_band,rating,gs_name_enc,gs_address_enc,fuzzy_name_score,fuzzy_address_score
Passaic,Paterson Public School District,School 2,31-4010-060,"22 PASSAIC STREET, PATERSON, NJ, 07501",SCHOOL2,22PASSAICSTREETPATERSONNJ07501,School 2,"22 Passaic Street, Paterson, NJ, 07501",https://www.greatschools.org/new-jersey/paterson/1540-Number-2-Elementary-School/,Below average,4.0,SCHOOL2,22PASSAICSTREETPATERSONNJ07501,100.0,100.0
Camden,Cherry Hill School District,Clara Barton Elementary School,07-0800-069,"223 Rhode Island Ave., CHERRY HILL, NJ, 08034",CLARABARTONELEMENTARYSCHOOL,223RHODEISLANDAVECHERRYHILLNJ08034,Clara Barton Elementary School,"223 Rhode Island Ave., Cherry Hill, NJ, 08034",https://www.greatschools.org/new-jersey/cherry-hill/298-Clara-Barton-Elementary-School/,Below average,4.0,CLARABARTONELEMENTARYSCHOOL,223RHODEISLANDAVECHERRYHILLNJ08034,100.0,100.0
Union,Westfield Public School District,Wilson Elementary School,39-5730-160,"301 Linden Avenue, Westfield, NJ, 07090",WILSONELEMENTARYSCHOOL,301LINDENAVENUEWESTFIELDNJ07090,Wilson Elementary School,"301 Linden Avenue, Westfield, NJ, 07090",https://www.greatschools.org/new-jersey/westfield/2206-Wilson-Elementary-School/,Above average,9.0,WILSONELEMENTARYSCHOOL,301LINDENAVENUEWESTFIELDNJ07090,100.0,100.0
Ocean,Toms River Regional School District,Beachwood Elementary School,29-5190-064,"901 BERKELEY AVENUE, BEACHWOOD, NJ, 08722",BEACHWOODELEMENTARYSCHOOL,901BERKELEYAVENUEBEACHWOODNJ08722,Beachwood Elementary School,"901 Berkeley Avenue, Beachwood, NJ, 08722",https://www.greatschools.org/new-jersey/beachwood/1964-Beachwood-Elementary-School/,Below average,3.0,BEACHWOODELEMENTARYSCHOOL,901BERKELEYAVENUEBEACHWOODNJ08722,100.0,100.0
Passaic,Clifton Public School District,School #11,31-0900-160,"147 MERSELIS AVENUE, CLIFTON, NJ, 07011",SCHOOL#11,147MERSELISAVENUECLIFTONNJ07011,School #11,"147 Merselis Avenue, Clifton, NJ, 07011",https://www.greatschools.org/new-jersey/clifton/344-Number-11-Elementary-School/,Below average,3.0,SCHOOL#11,147MERSELISAVENUECLIFTONNJ07011,100.0,100.0
Morris,Montville Township School District,Robert R Lazar Middle School,27-3340-030,"123 CHANGEBRIDGE ROAD, MONTVILLE, NJ, 07045",ROBERTRLAZARMIDDLESCHOOL,123CHANGEBRIDGEROADMONTVILLENJ07045,Robert R Lazar Middle School,"123 Changebridge Road, Montville, NJ, 07045",https://www.greatschools.org/new-jersey/montville/1233-Robert-R-Lazar-Middle-School/,Above average,8.0,ROBERTRLAZARMIDDLESCHOOL,123CHANGEBRIDGEROADMONTVILLENJ07045,100.0,100.0
Passaic,Pompton Lakes School District,Pompton Lakes High School,31-4230-050,"44 LAKESIDE AVENUE, POMPTON LAKES, NJ, 07442",POMPTONLAKESHIGHSCHOOL,44LAKESIDEAVENUEPOMPTONLAKESNJ07442,Pompton Lakes High School,"44 Lakeside Avenue, Pompton Lakes, NJ, 07442",https://www.greatschools.org/new-jersey/pompton-lakes/1675-Pompton-Lakes-High-School/,Average,5.0,POMPTONLAKESHIGHSCHOOL,44LAKESIDEAVENUEPOMPTONLAKESNJ07442,100.0,100.0
Gloucester,Elk Township School District,Aura Elementary School,15-1330-010,"900 Clems Run, GLASSBORO, NJ, 08028",AURAELEMENTARYSCHOOL,900CLEMSRUNGLASSBORONJ08028,Aura Elementary School,"900 Clems Run, Glassboro, NJ, 08028",https://www.greatschools.org/new-jersey/glassboro/529-Aura-Elementary-School/,Average,6.0,AURAELEMENTARYSCHOOL,900CLEMSRUNGLASSBORONJ08028,100.0,100.0
Atlantic,Linwood City School District,Belhaven Middle School,01-2680-020,"51 BELHAVEN AVENUE, LINWOOD, NJ, 08221",BELHAVENMIDDLESCHOOL,51BELHAVENAVENUELINWOODNJ08221,Belhaven Middle School,"51 Belhaven Avenue, Linwood, NJ, 08221",https://www.greatschools.org/new-jersey/linwood/987-Belhaven-Middle-School/,Above average,7.0,BELHAVENMIDDLESCHOOL,51BELHAVENAVENUELINWOODNJ08221,100.0,100.0
Bergen,Fair Lawn Public School District,Thomas Jefferson Middle School,03-1450-060,"35 - 01 MORLOT AVENUE, FAIR LAWN, NJ, 07410",THOMASJEFFERSONMIDDLESCHOOL,3501MORLOTAVENUEFAIRLAWNNJ07410,Thomas Jefferson Middle School,"35 - 01 MORLOT AVENUE, Fair Lawn, NJ, 07410",https://www.greatschools.org/new-jersey/fair-lawn/569-Thomas-Jefferson-Middle-School/,Above average,8.0,THOMASJEFFERSONMIDDLESCHOOL,3501MORLOTAVENUEFAIRLAWNNJ07410,100.0,100.0
Atlantic,Northfield City School District,Northfield Community Middle School,01-3720-056,"2000 NEW ROAD, NORTHFIELD, NJ, 08225",NORTHFIELDCOMMUNITYMIDDLESCHOOL,2000NEWROADNORTHFIELDNJ08225,Northfield Community Middle School,"2000 New Road, Northfield, NJ, 08225",https://www.greatschools.org/new-jersey/northfield/1432-Northfield-Community-Middle-School/,Average,5.0,NORTHFIELDCOMMUNITYMIDDLESCHOOL,2000NEWROADNORTHFIELDNJ08225,100.0,100.0
Hunterdon,Flemington-Raritan Regional School District,Reading-Fleming Intermediate School,19-1510-040,"50 COURT STREET, FLEMINGTON, NJ, 08822",READINGFLEMINGINTERMEDIATESCHOOL,50COURTSTREETFLEMINGTONNJ08822,Reading-Fleming Intermediate School,"50 Court Street, Flemington, NJ, 08822",https://www.greatschools.org/new-jersey/flemington/587-Reading-Fleming-Intermediate-School/,Average,6.0,READINGFLEMINGINTERMEDIATESCHOOL,50COURTSTREETFLEMINGTONNJ08822,100.0,100.0
Essex,Newark Public School District,Elliott Street Elementary School,13-3570-390,"721 Summer Avenue, NEWARK, NJ, 07104",ELLIOTTSTREETELEMENTARYSCHOOL,721SUMMERAVENUENEWARKNJ07104,Elliott Street Elementary School,"721 Summer Avenue, Newark, NJ, 07104",https://www.greatschools.org/new-jersey/newark/1347-Elliott-Street-Elementary-School/,Below average,3.0,ELLIOTTSTREETELEMENTARYSCHOOL,721SUMMERAVENUENEWARKNJ07104,100.0,100.0
Hudson,North Bergen School District,Polk Street School,17-3610-300,"7111 Polk Street, North Bergen, NJ, 07047",POLKSTREETSCHOOL,7111POLKSTREETNORTHBERGENNJ07047,Polk Street School,"7111 Polk Street, North Bergen, NJ, 07047",https://www.greatschools.org/new-jersey/north-bergen/9213-Polk-Street-School/,Below average,2.0,POLKSTREETSCHOOL,7111POLKSTREETNORTHBERGENNJ07047,100.0,100.0
Bergen,Fairview Public School District,Number Three School,03-1470-080,"403 CLIFF STREET, FAIRVIEW, NJ, 07022",NUMBERTHREESCHOOL,403CLIFFSTREETFAIRVIEWNJ07022,Number Three School,"403 Cliff Street, Fairview, NJ, 07022",https://www.greatschools.org/new-jersey/fairview/583-Number-3-Elementary-School/,Below average,1.0,NUMBERTHREESCHOOL,403CLIFFSTREETFAIRVIEWNJ07022,100.0,100.0
Charters,Teaneck Community Charter School,Teaneck Community Charter school,80-7890-920,"563 CHESTNUT AVENUE, TEANECK, NJ, 07666",TEANECKCOMMUNITYCHARTERSCHOOL,563CHESTNUTAVENUETEANECKNJ07666,Teaneck Community Charter School,"563 Chestnut Avenue, Teaneck, NJ, 07666",https://www.greatschools.org/new-jersey/teaneck/3330-Teaneck-Community-Charter-School/,Average,6.0,TEANECKCOMMUNITYCHARTERSCHOOL,563CHESTNUTAVENUETEANECKNJ07666,100.0,100.0
Ocean,Toms River Regional School District,Joseph A. Citta Elementary School,29-5190-067,"2050 LAKEWOOD ROAD, TOMS RIVER, NJ, 08755",JOSEPHACITTAELEMENTARYSCHOOL,2050LAKEWOODROADTOMSRIVERNJ08755,Joseph A Citta Elementary School,"2050 Lakewood Road, Toms River, NJ, 08755",https://www.greatschools.org/new-jersey/toms-river/3396-Joseph-A--Citta-Elementary-School/,Below average,3.0,JOSEPHACITTAELEMENTARYSCHOOL,2050LAKEWOODROADTOMSRIVERNJ08755,100.0,100.0
Bergen,Ridgewood Public School District,Ridgewood High School,03-4390-050,"627 EAST RIDGEWOOD AVE, RIDGEWOOD, NJ, 07451",RIDGEWOODHIGHSCHOOL,627EASTRIDGEWOODAVERIDGEWOODNJ07451,Ridgewood High School,"627 EAST RIDGEWOOD AVE, Ridgewood, NJ, 07451",https://www.greatschools.org/new-jersey/ridgewood/1731-Ridgewood-High-School/,Above average,8.0,RIDGEWOODHIGHSCHOOL,627EASTRIDGEWOODAVERIDGEWOODNJ07451,100.0,100.0
Charters,Phillip's Academy  Charter School,Philip's Academy Charter School,80-6094-968,"342 Central Avenue, Newark, NJ, 07103",PHILIP'SACADEMYCHARTERSCHOOL,342CENTRALAVENUENEWARKNJ07103,Philip's Academy Charter School,"342 Central Avenue, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/2955-Philips-Academy-Charter-School/,Average,6.0,PHILIP'SACADEMYCHARTERSCHOOL,342CENTRALAVENUENEWARKNJ07103,100.0,100.0
Bergen,Northern Valley Regional High School District,Northern Valley Regional High School at Demarest,03-3710-050,"150 Knickerbocker Road, Demarest, NJ, 07627",NORTHERNVALLEYREGIONALHIGHSCHOOLATDEMAREST,150KNICKERBOCKERROADDEMARESTNJ07627,Northern Valley Regional High School at Demarest,"150 Knickerbocker Road, Demarest, NJ, 07627",https://www.greatschools.org/new-jersey/demarest/1430-N-Valley-Reg-H-Demarest/,Above average,9.0,NORTHERNVALLEYREGIONALHIGHSCHOOLATDEMAREST,150KNICKERBOCKERROADDEMARESTNJ07627,100.0,100.0
Charters,New Horizons Community Charter School,New Horizons Community Charter School,80-7290-957,"45  59 HAYES STREET, NEWARK, NJ, 07103",NEWHORIZONSCOMMUNITYCHARTERSCHOOL,4559HAYESSTREETNEWARKNJ07103,New Horizons Community Charter School,"45 59 HAYES STREET, Newark, NJ, 07103",https://www.greatschools.org/new-jersey/newark/3338-New-Horizons-Community-Charter-School/,Below average,3.0,NEWHORIZONSCOMMUNITYCHARTERSCHOOL,4559HAYESSTREETNEWARKNJ07103,100.0,100.0
Bergen,Lyndhurst School District,Lyndhurst High School,03-2860-050,"400 Weart Avenue, LYNDHURST, NJ, 07071",LYNDHURSTHIGHSCHOOL,400WEARTAVENUELYNDHURSTNJ07071,Lyndhurst High School,"400 Weart Avenue, Lyndhurst, NJ, 07071",https://www.greatschools.org/new-jersey/lyndhurst/1045-Lyndhurst-High-School/,Below average,4.0,LYNDHURSTHIGHSCHOOL,400WEARTAVENUELYNDHURSTNJ07071,100.0,100.0
Union,Mountainside School District,Deerfield Elementary School,39-3470-030,"302 CENTRAL AVENUE, MOUNTAINSIDE, NJ, 07092",DEERFIELDELEMENTARYSCHOOL,302CENTRALAVENUEMOUNTAINSIDENJ07092,Deerfield Elementary School,"302 Central Avenue, Mountainside, NJ, 07092",https://www.greatschools.org/new-jersey/mountainside/1281-Deerfield-Elementary-School/,Above average,10.0,DEERFIELDELEMENTARYSCHOOL,302CENTRALAVENUEMOUNTAINSIDENJ07092,100.0,100.0
Ocean,Point Pleasant Beach School District,G. Harold Antrim Elementary School,29-4220-060,"401 Niblick Street, Point Pleasant Beach, NJ, 08742",GHAROLDANTRIMELEMENTARYSCHOOL,401NIBLICKSTREETPOINTPLEASANTBEACHNJ08742,G Harold Antrim Elementary School,"401 Niblick Street, Point Pleasant Beach, NJ, 08742",https://www.greatschools.org/new-jersey/point-pleasant-beach/1674-G-Harold-Antrim-Elementary-School/,Above average,7.0,GHAROLDANTRIMELEMENTARYSCHOOL,401NIBLICKSTREETPOINTPLEASANTBEACHNJ08742,100.0,100.0
Mercer,Trenton Public School District,Trenton Central High School-9th Grade Academy,21-5210-302,"500 Perry Street, Trenton, NJ, 08609",TRENTONCENTRALHIGHSCHOOL9THGRADEACADEMY,500PERRYSTREETTRENTONNJ08609,Trenton Central High School-9th Grade Academy,"500 Perry Street, Trenton, NJ, 08609",https://www.greatschools.org/new-jersey/trenton/8834-Trenton-Central-High-School-9th-Grade-Academy/,Below average,1.0,TRENTONCENTRALHIGHSCHOOL9THGRADEACADEMY,500PERRYSTREETTRENTONNJ08609,100.0,100.0
Bergen,Hasbrouck Heights School District,Hasbrouck Heights Middle School,03-2080-055,"365 BOULEVARD, HASBROUCK HEIGHTS, NJ, 07604",HASBROUCKHEIGHTSMIDDLESCHOOL,365BOULEVARDHASBROUCKHEIGHTSNJ07604,Hasbrouck Heights Middle School,"365 Boulevard, Hasbrouck Heights, NJ, 07604",https://www.greatschools.org/new-jersey/hasbrouck-heights/3490-Hasbrouck-Heights-Middle-School/,Above average,7.0,HASBROUCKHEIGHTSMIDDLESCHOOL,365BOULEVARDHASBROUCKHEIGHTSNJ07604,100.0,100.0
Bergen,Bergenfield Borough School District,Hoover Elementary School,03-0300-050,"273 MURRAY HILL TERRACE, BERGENFIELD, NJ, 07621",HOOVERELEMENTARYSCHOOL,273MURRAYHILLTERRACEBERGENFIELDNJ07621,Hoover Elementary School,"273 Murray Hill Terrace, Bergenfield, NJ, 07621",https://www.greatschools.org/new-jersey/bergenfield/110-Hoover-Elementary-School/,Above average,8.0,HOOVERELEMENTARYSCHOOL,273MURRAYHILLTERRACEBERGENFIELDNJ07621,100.0,100.0
Mercer,Princeton Public Schools,Princeton High School,21-4255-050,"151 MOORE STREET, PRINCETON, NJ, 08540",PRINCETONHIGHSCHOOL,151MOORESTREETPRINCETONNJ08540,Princeton High School,"151 Moore Street, Princeton, NJ, 08540",https://www.greatschools.org/new-jersey/princeton/1681-Princeton-High-School/,Average,6.0,PRINCETONHIGHSCHOOL,151MOORESTREETPRINCETONNJ08540,100.0,100.0
Monmouth,Monmouth Beach School District,Monmouth Beach Elementary School,25-3250-050,"7 HASTINGS PLACE, MONMOUTH BEACH, NJ, 07750",MONMOUTHBEACHELEMENTARYSCHOOL,7HASTINGSPLACEMONMOUTHBEACHNJ07750,Monmouth Beach Elementary School,"7 Hastings Place, Monmouth Beach, NJ, 07750",https://www.greatschools.org/new-jersey/monmouth-beach/1201-Monmouth-Beach-Elementary-School/,Above average,10.0,MONMOUTHBEACHELEMENTARYSCHOOL,7HASTINGSPLACEMONMOUTHBEACHNJ07750,100.0,100.0
Somerset,North Plainfield School District,North Plainfield Middle School,35-3670-300,"34 Wilson Avenue, North Plainfield, NJ, 07060",NORTHPLAINFIELDMIDDLESCHOOL,34WILSONAVENUENORTHPLAINFIELDNJ07060,North Plainfield Middle School,"34 Wilson Avenue, North Plainfield, NJ, 07060",https://www.greatschools.org/new-jersey/north-plainfield/8840-North-Plainfield-Middle-School/,Below average,4.0,NORTHPLAINFIELDMIDDLESCHOOL,34WILSONAVENUENORTHPLAINFIELDNJ07060,100.0,100.0
Middlesex,East Brunswick Township School District,Warnsdorfer Elementary School,23-1170-138,"9 HARDENBURG LANE, EAST BRUNSWICK, NJ, 08816",WARNSDORFERELEMENTARYSCHOOL,9HARDENBURGLANEEASTBRUNSWICKNJ08816,Warnsdorfer Elementary School,"9 Hardenburg Lane, East Brunswick, NJ, 08816",https://www.greatschools.org/new-jersey/east-brunswick/432-Warnsdorfer-Elementary-School/,Above average,8.0,WARNSDORFERELEMENTARYSCHOOL,9HARDENBURGLANEEASTBRUNSWICKNJ08816,100.0,100.0
Union,Plainfield Public School District,Dewitt D. Barlow Elementary School,39-4160-080,"E  FRONT ST & FARRAGUT RD, PLAINFIELD, NJ, 07060",DEWITTDBARLOWELEMENTARYSCHOOL,EFRONTST&FARRAGUTRDPLAINFIELDNJ07060,Dewitt D. Barlow Elementary School,"E FRONT ST & FARRAGUT RD, Plainfield, NJ, 07060",https://www.greatschools.org/new-jersey/plainfield/1649-Dewitt-D.-Barlow-Elementary-School/,Below average,2.0,DEWITTDBARLOWELEMENTARYSCHOOL,EFRONTST&FARRAGUTRDPLAINFIELDNJ07060,100.0,100.0
Cumberland,Millville School District,Rieck Avenue Elementary School,11-3230-085,"339 RIECK AVENUE, MILLVILLE, NJ, 08332",RIECKAVENUEELEMENTARYSCHOOL,339RIECKAVENUEMILLVILLENJ08332,Rieck Avenue Elementary School,"339 Rieck Avenue, Millville, NJ, 08332",https://www.greatschools.org/new-jersey/millville/1198-Rieck-Avenue-Elementary-School/,Below average,2.0,RIECKAVENUEELEMENTARYSCHOOL,339RIECKAVENUEMILLVILLENJ08332,100.0,100.0
Passaic,Wanaque School District,Wanaque Elementary School,31-5440-070,"FIRST STREET, WANAQUE, NJ, 07465",WANAQUEELEMENTARYSCHOOL,FIRSTSTREETWANAQUENJ07465,Wanaque Elementary School,"FIRST STREET, Wanaque, NJ, 07465",https://www.greatschools.org/new-jersey/wanaque/2087-Wanaque-Elementary-School/,Average,6.0,WANAQUEELEMENTARYSCHOOL,FIRSTSTREETWANAQUENJ07465,100.0,100.0
Monmouth,Holmdel Township School District,Indian Hill School,25-2230-050,"735 HOLMDEL ROAD, HOLMDEL, NJ, 07733",INDIANHILLSCHOOL,735HOLMDELROADHOLMDELNJ07733,Indian Hill School,"735 Holmdel Road, Holmdel, NJ, 07733",https://www.greatschools.org/new-jersey/holmdel/815-Indian-Hill-School/,Above average,10.0,INDIANHILLSCHOOL,735HOLMDELROADHOLMDELNJ07733,100.0,100.0
Hunterdon,Tewksbury Township School District,Old Turnpike School,19-5180-030,"171 OLD TURNPIKE ROAD, CALIFON, NJ, 07830",OLDTURNPIKESCHOOL,171OLDTURNPIKEROADCALIFONNJ07830,Old Turnpike School,"171 OLD TURNPIKE ROAD, Califon, NJ, 07830",https://www.greatschools.org/new-jersey/tewksbury/1944-Old-Turnpike-School/,Above average,7.0,OLDTURNPIKESCHOOL,171OLDTURNPIKEROADCALIFONNJ07830,100.0,100.0
Mercer,Princeton Public Schools,Johnson Park School,21-4255-070,"285 ROSEDALE ROAD, PRINCETON, NJ, 08540",JOHNSONPARKSCHOOL,285ROSEDALEROADPRINCETONNJ08540,Johnson Park School,"285 Rosedale Road, Princeton, NJ, 08540",https://www.greatschools.org/new-jersey/princeton/1680-Johnson-Park-School/,Average,6.0,JOHNSONPARKSCHOOL,285ROSEDALEROADPRINCETONNJ08540,100.0,100.0
Hunterdon,Califon Borough School District,Califon Public School,19-0670-030,"6 SCHOOL STREET, CALIFON, NJ, 07830",CALIFONPUBLICSCHOOL,6SCHOOLSTREETCALIFONNJ07830,Califon Public School,"6 School Street, Califon, NJ, 07830",https://www.greatschools.org/new-jersey/califon/237-Califon-Borough-Elementary-School/,Average,5.0,CALIFONPUBLICSCHOOL,6SCHOOLSTREETCALIFONNJ07830,100.0,100.0
Passaic,Paterson Public School District,"Charles J. Riley, School 9",31-4010-130,"6 TIMOTHY STREET, PATERSON, NJ, 07503",CHARLESJRILEYSCHOOL9,6TIMOTHYSTREETPATERSONNJ07503,Charles J. Riley School 9,"6 Timothy Street, Paterson, NJ, 07503",https://www.greatschools.org/new-jersey/paterson/1547-Number-9-Elementary-School/,Below average,3.0,CHARLESJRILEYSCHOOL9,6TIMOTHYSTREETPATERSONNJ07503,100.0,100.0
Sussex,Hopatcong Borough School District,Hopatcong High School,37-2240-030,"2A Windsor Ave, Hopatcong, NJ, 07843",HOPATCONGHIGHSCHOOL,2AWINDSORAVEHOPATCONGNJ07843,Hopatcong High School,"2A Windsor Ave, Hopatcong, NJ, 07843",https://www.greatschools.org/new-jersey/hopatcong/817-Hopatcong-High-School/,Below average,3.0,HOPATCONGHIGHSCHOOL,2AWINDSORAVEHOPATCONGNJ07843,100.0,100.0
Bergen,Leonia Public School District,Leonia Middle School,03-2620-055,"500 Broad Avenue, Leonia, NJ, 07605",LEONIAMIDDLESCHOOL,500BROADAVENUELEONIANJ07605,Leonia Middle School,"500 Broad Avenue, Leonia, NJ, 07605",https://www.greatschools.org/new-jersey/leonia/969-Leonia-Middle-School/,Above average,7.0,LEONIAMIDDLESCHOOL,500BROADAVENUELEONIANJ07605,100.0,100.0
Monmouth,Monmouth County Vocational School District,Marine Academy of Science and Technology,25-3260-020,"305 Mast Way, Highlands, NJ, 07732",MARINEACADEMYOFSCIENCEANDTECHNOLOGY,305MASTWAYHIGHLANDSNJ07732,Marine Academy of Science and Technology,"305 MAST Way, Highlands, NJ, 07732",https://www.greatschools.org/new-jersey/highlands/2154-Marine-Academy-Sci--Tech/,Above average,10.0,MARINEACADEMYOFSCIENCEANDTECHNOLOGY,305MASTWAYHIGHLANDSNJ07732,100.0,100.0
Bergen,Hackensack School District,Hackensack Middle School,03-1860-300,"360 Union Street, Hackensack, NJ, 07601",HACKENSACKMIDDLESCHOOL,360UNIONSTREETHACKENSACKNJ07601,Hackensack Middle School,"360 Union Street, Hackensack, NJ, 07601",https://www.greatschools.org/new-jersey/hackensack/7151-Middle-School/,Below average,4.0,HACKENSACKMIDDLESCHOOL,360UNIONSTREETHACKENSACKNJ07601,100.0,100.0
Middlesex,Perth Amboy Public School District,Rose M. Lopez Elementary School,23-4090-301,"435 Seaman Avenue, Perth Amboy, NJ, 08861",ROSEMLOPEZELEMENTARYSCHOOL,435SEAMANAVENUEPERTHAMBOYNJ08861,Rose M. Lopez Elementary School,"435 Seaman Avenue, Perth Amboy, NJ, 08861",https://www.greatschools.org/new-jersey/perth-amboy/9214-Rose-M.-Lopez-Elementary-School/,Below average,3.0,ROSEMLOPEZELEMENTARYSCHOOL,435SEAMANAVENUEPERTHAMBOYNJ08861,100.0,100.0
Monmouth,Tinton Falls School District,Tinton Falls Middle School,25-5185-070,"674 TINTON AVENUE, TINTON FALLS, NJ, 07724",TINTONFALLSMIDDLESCHOOL,674TINTONAVENUETINTONFALLSNJ07724,Tinton Falls Middle School,"674 Tinton Avenue, Tinton Falls, NJ, 07724",https://www.greatschools.org/new-jersey/tinton-falls/1948-Tinton-Falls-Middle-School/,Average,5.0,TINTONFALLSMIDDLESCHOOL,674TINTONAVENUETINTONFALLSNJ07724,100.0,100.0
Hunterdon,North Hunterdon-Voorhees Regional High School District,Voorhees High School,19-3660-060,"256 County Route 513, Glen Gardner, NJ, 08826",VOORHEESHIGHSCHOOL,256COUNTYROUTE513GLENGARDNERNJ08826,Voorhees High School,"256 County Route 513, Glen Gardner, NJ, 08826",https://www.greatschools.org/new-jersey/glen-gardner/1420-Voorhees-High-School/,Above average,9.0,VOORHEESHIGHSCHOOL,256COUNTYROUTE513GLENGARDNERNJ08826,100.0,100.0
Passaic,Paterson Public School District,Dr. Hani Awadallah School,31-4010-313,"515 MARSHALL STREET, PATERSON, NJ, 07503",DRHANIAWADALLAHSCHOOL,515MARSHALLSTREETPATERSONNJ07503,Dr Hani Awadallah School,"515 Marshall Street, Paterson, NJ, 07503",https://www.greatschools.org/new-jersey/paterson/8859-Dr-Hani-Awadallah-School/,Below average,4.0,DRHANIAWADALLAHSCHOOL,515MARSHALLSTREETPATERSONNJ07503,100.0,100.0
Middlesex,South Plainfield School District,John E Riley Elementary School,23-4910-058,"100 MORRIS AVENUE, SOUTH PLAINFIELD, NJ, 07080",JOHNERILEYELEMENTARYSCHOOL,100MORRISAVENUESOUTHPLAINFIELDNJ07080,John E. Riley Elementary School,"100 Morris Avenue, South Plainfield, NJ, 07080",https://www.greatschools.org/new-jersey/south-plainfield/1875-John-E.-Riley-Elementary-School/,Average,5.0,JOHNERILEYELEMENTARYSCHOOL,100MORRISAVENUESOUTHPLAINFIELDNJ07080,100.0,100.0
Monmouth,Upper Freehold Regional School District,Allentown High School,25-5310-050,"27 High Street, ALLENTOWN, NJ, 08501",ALLENTOWNHIGHSCHOOL,27HIGHSTREETALLENTOWNNJ08501,Allentown High School,"27 High Street, Allentown, NJ, 08501",https://www.greatschools.org/new-jersey/allentown/2026-Allentown-High-School/,Above average,7.0,ALLENTOWNHIGHSCHOOL,27HIGHSTREETALLENTOWNNJ08501,100.0,100.0
Essex,Bloomfield Township School District,Brookdale Elementary School,13-0410-060,"1230 Broad Street, Bloomfield, NJ, 07003",BROOKDALEELEMENTARYSCHOOL,1230BROADSTREETBLOOMFIELDNJ07003,Brookdale Elementary School,"1230 Broad Street, Bloomfield, NJ, 07003",https://www.greatschools.org/new-jersey/bloomfield/142-Brookdale-Elementary-School/,Above average,9.0,BROOKDALEELEMENTARYSCHOOL,1230BROADSTREETBLOOMFIELDNJ07003,100.0,100.0
